Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,323705,-,-,-,33.45,-112.06,0,334,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2020,1,1,5,0,6.300000000000001,1.03,0.07100000000000001,0.62,0,0,0,0,0,1.2000000000000002,0,0,0,0,0.337,69.7,145.27,0.92,0.16,974,1.2000000000000002,37,2.2,0.0000,0.0000
2020,1,1,5,30,6,1.03,0.07100000000000001,0.62,0,0,0,0,0,1.2000000000000002,0,0,0,0,0.334,71.16,151.42000000000002,0.92,0.16,974,1.2000000000000002,41,2.3000000000000003,0.0000,0.0000
2020,1,1,6,0,5.7,1.02,0.07,0.62,0,0,0,0,0,0.5,0,0,0,0,0.332,69.15,157.39000000000001,0.92,0.16,974,1.2000000000000002,45,2.3000000000000003,0.0000,0.0000
2020,1,1,6,30,5.4,1.02,0.07,0.62,0,0,0,0,0,0.5,0,0,0,0,0.329,70.60000000000001,162.95000000000002,0.92,0.16,974,1.1,48,2.3000000000000003,0.0000,0.0000
2020,1,1,7,0,5.1000000000000005,1.02,0.067,0.62,0,0,0,0,0,-0.2,0,0,0,0,0.327,68.55,167.49,0.92,0.16,974,1.1,50,2.4000000000000004,0.0000,0.0000
2020,1,1,7,30,4.9,1.02,0.067,0.62,0,0,0,0,0,-0.2,0,0,0,0,0.326,69.51,169.57,0.92,0.16,974,1.1,54,2.3000000000000003,0.0000,0.0000
2020,1,1,8,0,4.7,1.02,0.064,0.62,0,0,0,0,0,-0.7000000000000001,0,0,0,0,0.325,68.07000000000001,167.84,0.91,0.16,973,1.1,57,2.2,0.0000,0.0000
2020,1,1,8,30,4.6000000000000005,1.02,0.064,0.62,0,0,0,0,0,-0.7000000000000001,0,0,0,0,0.326,68.55,163.46,0.91,0.16,973,1.1,59,2.2,0.0000,0.0000
2020,1,1,9,0,4.4,1.03,0.062,0.62,0,0,0,0,0,-1,0,0,0,0,0.326,68.03,157.97,0.91,0.16,973,1.1,62,2.1,0.0000,0.0000
2020,1,1,9,30,4.3,1.03,0.062,0.62,0,0,0,0,0,-1,0,0,0,0,0.326,68.5,152.03,0.91,0.16,973,1.1,64,2.1,0.0000,0.0000
2020,1,1,10,0,4.2,1.04,0.061,0.62,0,0,0,0,0,-1.2000000000000002,0,0,0,0,0.326,68.14,145.89000000000001,0.91,0.16,973,1.1,67,2,0.0000,0.0000
2020,1,1,10,30,4,1.04,0.061,0.62,0,0,0,0,0,-1.2000000000000002,0,0,0,0,0.324,69.10000000000001,139.67000000000002,0.91,0.16,973,1.1,68,1.9000000000000001,0.0000,0.0000
2020,1,1,11,0,3.9000000000000004,1.04,0.061,0.62,0,0,0,0,0,-1.3,0,0,0,0,0.323,68.97,133.41,0.91,0.16,973,1.1,69,1.8,0.0000,0.0000
2020,1,1,11,30,3.8000000000000003,1.04,0.061,0.62,0,0,0,0,0,-1.3,0,0,0,0,0.321,69.46000000000001,127.17,0.91,0.16,973,1.1,72,1.7000000000000002,0.0000,0.0000
2020,1,1,12,0,3.7,1.05,0.06,0.62,0,0,0,0,0,-1.4000000000000001,0,0,0,0,0.32,69.36,120.96000000000001,0.91,0.16,973,1.1,74,1.6,0.0000,0.0000
2020,1,1,12,30,3.6,1.05,0.06,0.62,0,0,0,0,0,-1.4000000000000001,0,0,0,0,0.32,69.84,114.81,0.91,0.16,973,1.1,79,1.6,0.0000,0.0000
2020,1,1,13,0,3.5,1.07,0.058,0.62,0,0,0,0,0,-1.5,0,0,0,0,0.319,70.02,108.74000000000001,0.9,0.16,973,1.1,85,1.6,0.0000,0.0000
2020,1,1,13,30,3.6,1.07,0.058,0.62,0,0,0,0,0,-1.5,0,0,0,0,0.317,69.53,102.77,0.9,0.16,973,1.1,84,1.5,0.0000,0.0000
2020,1,1,14,0,3.6,1.08,0.058,0.62,0,0,0,0,0,-1.5,0,0,0,0,0.316,69.45,96.94,0.9,0.16,973,1.1,84,1.4000000000000001,0.0000,0.0000
2020,1,1,14,30,5.1000000000000005,1.08,0.058,0.62,4,25,3,0,0,-1.5,4,25,0,3,0.315,62.6,91.27,0.9,0.16,974,1.1,84,1.3,0.0000,0.0000
2020,1,1,15,0,6.7,1.1,0.057,0.62,28,327,53,0,0,0.7000000000000001,28,327,0,53,0.313,65.35,85.63,0.9,0.16,974,1.1,84,1.2000000000000002,0.0000,0.0000
2020,1,1,15,30,8.4,1.1,0.057,0.62,44,547,134,0,0,0.7000000000000001,44,547,0,134,0.312,58.21,80.49,0.89,0.16,974,1.1,95,1.7000000000000002,0.0000,0.0000
2020,1,1,16,0,10.200000000000001,1.12,0.055,0.62,54,679,223,0,0,-0.6000000000000001,54,679,0,223,0.31,47.18,75.61,0.89,0.16,974,1.1,105,2.1,10.8481,8.3276
2020,1,1,16,30,11.5,1.12,0.055,0.62,63,763,310,0,0,-0.6000000000000001,63,763,0,310,0.309,43.29,71.08,0.89,0.16,974,1.1,127,1.9000000000000001,15.7153,12.1526
2020,1,1,17,0,12.700000000000001,1.1500000000000001,0.053,0.62,67,820,388,0,0,0,106,635,0,354,0.308,41.550000000000004,66.99,0.89,0.16,974,1.1,149,1.7000000000000002,18.5937,14.4469
2020,1,1,17,30,13.700000000000001,1.1500000000000001,0.053,0.62,74,853,455,0,7,-0.1,224,144,0,288,0.307,38.89,63.440000000000005,0.89,0.16,973,1.1,183,1.3,15.5337,12.1057
2020,1,1,18,0,14.700000000000001,1.1,0.061,0.62,79,870,507,0,7,0.1,241,222,0,350,0.306,36.83,60.51,0.89,0.16,973,1.2000000000000002,217,0.9,19.2376,15.0208
2020,1,1,18,30,15.4,1.1,0.061,0.62,81,888,547,0,7,0.1,263,166,0,350,0.304,35.18,58.32,0.89,0.16,972,1.2000000000000002,242,1.3,19.4795,15.2277
2020,1,1,19,0,16.2,1.11,0.061,0.62,83,899,573,0,7,0.1,223,414,0,449,0.303,33.52,56.94,0.89,0.16,972,1.2000000000000002,266,1.7000000000000002,25.1709,19.6896
2020,1,1,19,30,16.5,1.11,0.061,0.62,83,903,582,0,7,0.1,159,638,0,512,0.302,32.86,56.43,0.89,0.16,971,1.2000000000000002,266,1.7000000000000002,28.7761,22.5148
2020,1,1,20,0,16.8,1.12,0.059000000000000004,0.62,82,901,575,0,0,0.2,82,901,0,575,0.301,32.47,56.83,0.9,0.16,970,1.2000000000000002,266,1.7000000000000002,32.2524,25.2302
2020,1,1,20,30,16.8,1.12,0.059000000000000004,0.62,81,887,550,0,0,0.2,81,887,0,550,0.301,32.43,58.11,0.9,0.16,969,1.3,259,1.9000000000000001,30.6454,23.9587
2020,1,1,21,0,16.8,1.1,0.066,0.62,81,864,510,0,7,0.30000000000000004,163,577,0,450,0.301,32.63,60.21,0.9,0.16,968,1.3,252,2.1,24.7783,19.3504
2020,1,1,21,30,16.400000000000002,1.1,0.066,0.62,79,835,457,0,7,0.30000000000000004,223,201,0,314,0.301,33.46,63.050000000000004,0.9,0.16,968,1.3,247,2.4000000000000004,16.9812,13.2375
2020,1,1,22,0,16,1.1,0.069,0.62,74,792,389,0,7,0.7000000000000001,183,96,0,221,0.302,35.42,66.53,0.9,0.16,967,1.4000000000000001,242,2.7,11.6506,9.0563
2020,1,1,22,30,14.9,1.1,0.069,0.62,68,732,312,0,7,0.7000000000000001,149,90,4,179,0.303,38,70.56,0.91,0.16,967,1.4000000000000001,247,1.9000000000000001,9.1175,7.0555
2020,1,1,23,0,13.700000000000001,1.09,0.076,0.62,61,643,227,4,7,4.2,125,83,61,146,0.304,52.77,75.05,0.91,0.16,967,1.4000000000000001,252,1.2000000000000002,7.1363,5.4838
2020,1,1,23,30,12.3,1.09,0.076,0.62,49,510,139,7,7,4.2,87,39,100,94,0.305,57.870000000000005,79.89,0.91,0.16,968,1.5,275,1.1,4.4814,3.4155
2020,1,2,0,0,10.9,1.06,0.081,0.62,32,299,58,7,4,3.5,39,7,100,40,0.307,60.36,85,0.91,0.16,968,1.5,298,1,0.0000,0.0000
2020,1,2,0,30,10.700000000000001,1.06,0.081,0.62,6,39,6,2,0,3.5,4,12,25,4,0.309,61.17,90.05,0.91,0.16,968,1.6,295,0.9,0.0000,0.0000
2020,1,2,1,0,10.5,1.03,0.081,0.62,0,0,0,0,0,2.5,0,0,0,0,0.31,57.77,96.25,0.91,0.16,969,1.6,292,0.9,0.0000,0.0000
2020,1,2,1,30,10.5,1.03,0.081,0.62,0,0,0,0,4,2.5,0,0,0,0,0.312,57.71,102.06,0.91,0.16,968,1.6,272,0.8,0.0000,0.0000
2020,1,2,2,0,10.600000000000001,1.02,0.075,0.62,0,0,0,0,4,2.1,0,0,0,0,0.314,55.5,108.01,0.91,0.16,968,1.6,251,0.7000000000000001,0.0000,0.0000
2020,1,2,2,30,10.200000000000001,1.02,0.075,0.62,0,0,0,0,0,2.1,0,0,0,0,0.316,57,114.07000000000001,0.91,0.16,968,1.6,233,0.8,0.0000,0.0000
2020,1,2,3,0,9.9,1.02,0.067,0.62,0,0,0,0,0,1.6,0,0,0,0,0.317,56.32,120.21000000000001,0.91,0.16,967,1.6,214,0.9,0.0000,0.0000
2020,1,2,3,30,9.4,1.02,0.067,0.62,0,0,0,0,0,1.6,0,0,0,0,0.319,58.230000000000004,126.42,0.91,0.16,967,1.5,213,0.9,0.0000,0.0000
2020,1,2,4,0,8.9,1.01,0.066,0.62,0,0,0,0,0,1.1,0,0,0,0,0.32,58.06,132.66,0.91,0.16,967,1.5,211,1,0.0000,0.0000
2020,1,2,4,30,8.6,1.01,0.066,0.62,0,0,0,0,0,1.1,0,0,0,0,0.322,59.25,138.91,0.9,0.16,967,1.5,220,1,0.0000,0.0000
2020,1,2,5,0,8.4,1,0.065,0.62,0,0,0,0,7,0.9,0,0,0,0,0.325,59.07,145.14000000000001,0.9,0.16,967,1.4000000000000001,229,1,0.0000,0.0000
2020,1,2,5,30,8.200000000000001,1,0.065,0.62,0,0,0,0,7,0.9,0,0,0,0,0.328,59.88,151.29,0.9,0.16,967,1.3,244,1,0.0000,0.0000
2020,1,2,6,0,8.1,1,0.061,0.62,0,0,0,0,4,0.5,0,0,0,0,0.331,58.59,157.26,0.9,0.16,967,1.3,259,0.9,0.0000,0.0000
2020,1,2,6,30,8,1,0.061,0.62,0,0,0,0,4,0.5,0,0,0,0,0.333,58.99,162.81,0.89,0.16,967,1.2000000000000002,265,0.7000000000000001,0.0000,0.0000
2020,1,2,7,0,8,1.02,0.057,0.62,0,0,0,0,7,0.2,0,0,0,0,0.334,57.68,167.36,0.89,0.16,967,1.2000000000000002,272,0.5,0.0000,0.0000
2020,1,2,7,30,7.7,1.02,0.057,0.62,0,0,0,0,4,0.1,0,0,0,0,0.334,58.81,169.48,0.89,0.16,966,1.2000000000000002,252,0.4,0.0000,0.0000
2020,1,2,8,0,7.4,1.06,0.055,0.62,0,0,0,0,4,0,0,0,0,0,0.334,59.44,167.82,0.89,0.16,966,1.2000000000000002,233,0.2,0.0000,0.0000
2020,1,2,8,30,7.1000000000000005,1.06,0.055,0.62,0,0,0,0,0,0,0,0,0,0,0.334,60.67,163.49,0.88,0.16,966,1.2000000000000002,216,0.30000000000000004,0.0000,0.0000
2020,1,2,9,0,6.800000000000001,1.1,0.053,0.62,0,0,0,0,0,-0.1,0,0,0,0,0.334,61.59,158.02,0.88,0.16,966,1.3,199,0.4,0.0000,0.0000
2020,1,2,9,30,6.4,1.1,0.053,0.62,0,0,0,0,0,-0.1,0,0,0,0,0.335,63.31,152.09,0.88,0.16,966,1.2000000000000002,203,0.5,0.0000,0.0000
2020,1,2,10,0,5.9,1.1500000000000001,0.049,0.62,0,0,0,0,0,-0.1,0,0,0,0,0.335,65.55,145.95000000000002,0.87,0.16,966,1.2000000000000002,206,0.6000000000000001,0.0000,0.0000
2020,1,2,10,30,5.5,1.1500000000000001,0.049,0.62,0,0,0,0,0,-0.1,0,0,0,0,0.336,67.39,139.73,0.86,0.16,966,1.2000000000000002,208,0.7000000000000001,0.0000,0.0000
2020,1,2,11,0,5.1000000000000005,1.19,0.044,0.62,0,0,0,0,0,-0.1,0,0,0,0,0.336,69.02,133.48,0.86,0.16,965,1.2000000000000002,209,0.7000000000000001,0.0000,0.0000
2020,1,2,11,30,4.9,1.19,0.044,0.62,0,0,0,0,0,-0.1,0,0,0,0,0.337,69.99,127.23,0.85,0.16,965,1.1,209,0.6000000000000001,0.0000,0.0000
2020,1,2,12,0,4.7,1.23,0.04,0.62,0,0,0,0,0,-0.2,0,0,0,0,0.338,70.61,121.02,0.84,0.16,965,1.1,208,0.6000000000000001,0.0000,0.0000
2020,1,2,12,30,4.6000000000000005,1.23,0.04,0.62,0,0,0,0,0,-0.2,0,0,0,0,0.339,71.17,114.86,0.8300000000000001,0.16,966,1.1,198,0.5,0.0000,0.0000
2020,1,2,13,0,4.6000000000000005,1.26,0.038,0.62,0,0,0,0,0,-0.30000000000000004,0,0,0,0,0.339,70.63,108.79,0.8300000000000001,0.16,966,1,189,0.4,0.0000,0.0000
2020,1,2,13,30,4.4,1.26,0.038,0.62,0,0,0,0,0,-0.30000000000000004,0,0,0,0,0.34,71.63,102.82000000000001,0.8200000000000001,0.16,966,1,121,0.30000000000000004,0.0000,0.0000
2020,1,2,14,0,4.2,1.27,0.036000000000000004,0.62,0,0,0,0,0,-0.30000000000000004,0,0,0,0,0.34,72.42,96.98,0.8200000000000001,0.16,967,1,53,0.30000000000000004,0.0000,0.0000
2020,1,2,14,30,5.2,1.27,0.036000000000000004,0.62,4,34,3,0,0,-0.30000000000000004,4,34,0,3,0.34,67.54,91.31,0.8200000000000001,0.16,967,1,51,0.4,0.0000,0.0000
2020,1,2,15,0,6.300000000000001,1.29,0.034,0.62,25,394,55,0,0,1.1,25,394,0,55,0.34,69.32000000000001,85.66,0.8200000000000001,0.16,968,0.9,48,0.5,0.0000,0.0000
2020,1,2,15,30,7.6000000000000005,1.29,0.034,0.62,38,608,138,0,0,1.1,38,608,0,138,0.339,63.42,80.52,0.8200000000000001,0.16,968,0.9,48,0.9,0.0000,0.0000
2020,1,2,16,0,9,1.31,0.033,0.62,47,734,229,0,0,0.6000000000000001,47,734,0,229,0.338,55.63,75.62,0.8200000000000001,0.16,968,0.8,47,1.3,11.1391,8.5508
2020,1,2,16,30,10.600000000000001,1.31,0.033,0.62,54,815,318,0,0,0.6000000000000001,54,815,0,318,0.336,50.04,71.08,0.8200000000000001,0.16,969,0.8,44,2,16.1208,12.4662
2020,1,2,17,0,12.200000000000001,1.34,0.032,0.62,59,868,398,0,0,0.4,59,868,0,398,0.333,44.21,66.98,0.8300000000000001,0.16,969,0.8,41,2.6,20.9064,16.2440
2020,1,2,17,30,13.4,1.34,0.032,0.62,65,896,466,0,0,0.4,65,896,0,466,0.332,40.88,63.410000000000004,0.86,0.16,969,0.8,39,2.7,25.1396,19.5921
2020,1,2,18,0,14.5,0.98,0.043000000000000003,0.62,71,910,520,0,0,-0.4,71,910,0,520,0.331,35.910000000000004,60.47,0.89,0.16,969,0.8,37,2.7,28.5884,22.3225
2020,1,2,18,30,15.3,0.98,0.043000000000000003,0.62,73,932,563,0,0,-0.5,73,932,0,563,0.329,34.08,58.26,0.89,0.16,968,0.7000000000000001,25,2.5,31.3444,24.5034
2020,1,2,19,0,16.1,1,0.039,0.62,74,948,592,0,0,-1.4000000000000001,74,948,0,592,0.328,30.16,56.870000000000005,0.89,0.16,968,0.7000000000000001,14,2.3000000000000003,33.1992,25.9704
2020,1,2,19,30,16.5,1,0.039,0.62,74,953,602,0,0,-1.4000000000000001,74,953,0,602,0.326,29.41,56.35,0.89,0.16,968,0.7000000000000001,182,2.2,33.8478,26.4838
2020,1,2,20,0,16.900000000000002,1.03,0.036000000000000004,0.62,72,953,595,0,0,-2.4000000000000004,72,953,0,595,0.325,26.650000000000002,56.730000000000004,0.89,0.16,968,0.7000000000000001,350,2.2,33.3910,26.1221
2020,1,2,20,30,17.1,1.03,0.036000000000000004,0.62,73,940,571,0,0,-2.4000000000000004,73,940,0,571,0.324,26.32,58,0.9,0.16,968,0.7000000000000001,342,2.3000000000000003,31.8342,24.8895
2020,1,2,21,0,17.3,0.91,0.044,0.62,73,918,531,0,0,-3.2,73,918,0,531,0.323,24.41,60.09,0.91,0.16,967,0.7000000000000001,334,2.4000000000000004,29.2592,22.8512
2020,1,2,21,30,17.2,0.91,0.044,0.62,71,895,478,0,0,-3.2,71,895,0,478,0.323,24.59,62.92,0.91,0.16,968,0.7000000000000001,327,2.4000000000000004,25.8731,20.1708
2020,1,2,22,0,17.1,0.92,0.041,0.62,65,863,411,0,0,-3.3000000000000003,65,863,0,411,0.322,24.69,66.4,0.9,0.16,968,0.7000000000000001,320,2.3000000000000003,21.6892,16.8615
2020,1,2,22,30,15.9,0.92,0.041,0.62,59,815,332,0,0,-3.3000000000000003,59,815,0,332,0.32,26.64,70.43,0.9,0.16,968,0.7000000000000001,309,1.7000000000000002,16.9306,13.1038
2020,1,2,23,0,14.600000000000001,0.93,0.038,0.62,53,743,246,0,0,3,53,743,0,246,0.318,45.53,74.91,0.9,0.16,968,0.7000000000000001,298,1.1,12.0389,9.2534
2020,1,2,23,30,12.8,0.93,0.038,0.62,42,629,154,0,0,3,42,629,0,154,0.317,51.21,79.75,0.9,0.16,969,0.7000000000000001,291,1.2000000000000002,7.3407,5.5956
2020,1,3,0,0,11.100000000000001,0.9500000000000001,0.035,0.62,29,434,68,0,0,0.5,29,434,0,68,0.315,47.93,84.87,0.9,0.16,969,0.7000000000000001,283,1.3,0.0000,0.0000
2020,1,3,0,30,10.5,0.9500000000000001,0.035,0.62,7,74,7,0,0,0.5,7,74,0,7,0.314,49.93,89.93,0.89,0.16,970,0.7000000000000001,286,1.4000000000000001,0.0000,0.0000
2020,1,3,1,0,9.9,0.97,0.034,0.62,0,0,0,0,0,-0.5,0,0,0,0,0.313,48.47,96.11,0.89,0.16,970,0.7000000000000001,289,1.4000000000000001,0.0000,0.0000
2020,1,3,1,30,9.600000000000001,0.97,0.034,0.62,0,0,0,0,0,-0.5,0,0,0,0,0.313,49.51,101.92,0.89,0.16,971,0.7000000000000001,296,1.3,0.0000,0.0000
2020,1,3,2,0,9.3,1.01,0.034,0.62,0,0,0,0,0,-0.9,0,0,0,0,0.312,48.75,107.88,0.88,0.16,971,0.7000000000000001,303,1.3,0.0000,0.0000
2020,1,3,2,30,9.1,1.01,0.034,0.62,0,0,0,0,0,-0.9,0,0,0,0,0.312,49.46,113.94,0.88,0.16,972,0.7000000000000001,321,1.1,0.0000,0.0000
2020,1,3,3,0,8.9,1.05,0.035,0.62,0,0,0,0,0,-1.4000000000000001,0,0,0,0,0.312,48.45,120.08,0.88,0.16,972,0.7000000000000001,340,1,0.0000,0.0000
2020,1,3,3,30,8.4,1.05,0.035,0.62,0,0,0,0,0,-1.4000000000000001,0,0,0,0,0.311,50.11,126.28,0.88,0.16,972,0.8,185,1,0.0000,0.0000
2020,1,3,4,0,8,1.1,0.036000000000000004,0.62,0,0,0,0,7,-1.5,0,0,0,0,0.311,51.09,132.52,0.88,0.16,973,0.8,30,1,0.0000,0.0000
2020,1,3,4,30,7.5,1.1,0.036000000000000004,0.62,0,0,0,0,7,-1.5,0,0,0,0,0.311,52.85,138.78,0.88,0.16,973,0.8,42,1.1,0.0000,0.0000
2020,1,3,5,0,7,1.1400000000000001,0.035,0.62,0,0,0,0,7,-1.6,0,0,0,0,0.31,54.25,145,0.88,0.16,974,0.8,54,1.2000000000000002,0.0000,0.0000
2020,1,3,5,30,6.6000000000000005,1.1400000000000001,0.035,0.62,0,0,0,0,7,-1.6,0,0,0,0,0.31,55.76,151.15,0.88,0.16,974,0.8,59,1.3,0.0000,0.0000
2020,1,3,6,0,6.2,1.18,0.034,0.62,0,0,0,0,7,-1.8,0,0,0,0,0.309,56.4,157.12,0.88,0.16,974,0.8,65,1.4000000000000001,0.0000,0.0000
2020,1,3,6,30,5.7,1.18,0.034,0.62,0,0,0,0,7,-1.8,0,0,0,0,0.309,58.44,162.67000000000002,0.89,0.16,975,0.8,66,1.6,0.0000,0.0000
2020,1,3,7,0,5.2,1.22,0.033,0.62,0,0,0,0,0,-2,0,0,0,0,0.308,59.63,167.23,0.89,0.16,975,0.8,68,1.7000000000000002,0.0000,0.0000
2020,1,3,7,30,4.9,1.22,0.033,0.62,0,0,0,0,0,-2,0,0,0,0,0.308,60.88,169.39000000000001,0.89,0.16,975,0.8,67,1.8,0.0000,0.0000
2020,1,3,8,0,4.5,1.25,0.033,0.62,0,0,0,0,0,-2.2,0,0,0,0,0.308,61.800000000000004,167.79,0.89,0.16,976,0.8,66,1.8,0.0000,0.0000
2020,1,3,8,30,4.2,1.25,0.033,0.62,0,0,0,0,7,-2.2,0,0,0,0,0.308,63.11,163.5,0.9,0.16,976,0.8,65,1.8,0.0000,0.0000
2020,1,3,9,0,4,1.28,0.033,0.62,0,0,0,0,7,-2.3000000000000003,0,0,0,0,0.308,63.36,158.06,0.9,0.16,977,0.8,63,1.7000000000000002,0.0000,0.0000
2020,1,3,9,30,3.7,1.28,0.033,0.62,0,0,0,0,7,-2.3000000000000003,0,0,0,0,0.308,64.71000000000001,152.14000000000001,0.9,0.16,977,0.8,63,1.6,0.0000,0.0000
2020,1,3,10,0,3.5,1.32,0.033,0.62,0,0,0,0,7,-2.5,0,0,0,0,0.308,65.06,146.01,0.9,0.16,977,0.8,62,1.5,0.0000,0.0000
2020,1,3,10,30,3.3000000000000003,1.32,0.033,0.62,0,0,0,0,7,-2.5,0,0,0,0,0.308,65.98,139.79,0.9,0.16,977,0.8,61,1.5,0.0000,0.0000
2020,1,3,11,0,3.2,1.36,0.031,0.62,0,0,0,0,0,-2.7,0,0,0,0,0.307,65.43,133.54,0.9,0.16,977,0.8,60,1.4000000000000001,0.0000,0.0000
2020,1,3,11,30,3.1,1.36,0.031,0.62,0,0,0,0,0,-2.6,0,0,0,0,0.307,65.96000000000001,127.29,0.9,0.16,978,0.8,58,1.4000000000000001,0.0000,0.0000
2020,1,3,12,0,3,1.3800000000000001,0.03,0.62,0,0,0,0,0,-2.9000000000000004,0,0,0,0,0.306,65.07000000000001,121.07000000000001,0.89,0.16,978,0.8,56,1.4000000000000001,0.0000,0.0000
2020,1,3,12,30,3,1.3800000000000001,0.03,0.62,0,0,0,0,0,-2.9000000000000004,0,0,0,0,0.305,65.07000000000001,114.92,0.89,0.16,978,0.8,54,1.4000000000000001,0.0000,0.0000
2020,1,3,13,0,3,1.3900000000000001,0.03,0.62,0,0,0,0,0,-3.2,0,0,0,0,0.304,63.89,108.84,0.89,0.16,979,0.8,51,1.4000000000000001,0.0000,0.0000
2020,1,3,13,30,3,1.3900000000000001,0.03,0.62,0,0,0,0,0,-3.2,0,0,0,0,0.302,63.89,102.86,0.89,0.16,979,0.8,50,1.3,0.0000,0.0000
