Device mode,Time,AC voltage (V),AC frequency (Hz),Battery voltage (V),Battery capacity (%),Charging current (A),Battery discharge current (A),Output voltage (V),Output frequency (Hz),Output apparent power (VA),Output active power (Watt),Load percent (%),PV1 input voltage (V),PV1 input power (Watt)
LineMode,"2025-02-17 
01:19:00",192.2,50.2,56.10,100,0,0,192.2,50.2,0,0,0,0.0,0
LineMode,"2025-02-17 
01:19:31",191.5,50.1,56.10,100,0,0,191.5,50.1,0,0,0,0.0,0
LineMode,"2025-02-17 
01:20:01",192.0,50.0,56.10,100,0,0,192.0,50.0,0,0,0,0.0,0
LineMode,"2025-02-17 
01:20:31",191.8,50.0,56.00,100,0,0,191.8,50.0,0,0,0,0.0,0
LineMode,"2025-02-17 
01:21:01",192.3,49.8,56.10,100,0,0,192.3,49.8,0,0,0,0.0,0
LineMode,"2025-02-17 
01:21:31",191.1,49.6,56.10,100,0,0,191.1,49.6,0,0,0,0.0,0
LineMode,"2025-02-17 
01:22:01",190.4,49.1,56.00,100,0,0,190.4,49.1,0,0,0,0.0,0
LineMode,"2025-02-17 
01:22:31",191.0,48.7,56.00,100,0,0,191.0,48.7,0,0,0,0.0,0
LineMode,"2025-02-17 
01:23:01",190.5,48.6,56.00,100,0,0,190.5,48.6,0,0,0,0.0,0
LineMode,"2025-02-17 
01:23:31",190.3,48.5,56.00,100,0,0,190.3,48.5,0,0,0,0.0,0
LineMode,"2025-02-17 
01:24:02",191.2,48.7,56.10,100,0,0,191.2,48.7,0,0,0,0.0,0
LineMode,"2025-02-17 
01:24:32",192.2,48.8,56.00,100,0,0,192.2,48.8,0,0,0,0.0,0
LineMode,"2025-02-17 
01:25:02",192.4,49.1,56.00,100,0,0,192.4,49.1,0,0,0,0.0,0
LineMode,"2025-02-17 
01:25:32",193.7,49.2,56.10,100,0,0,193.7,49.2,0,0,0,0.0,0
LineMode,"2025-02-17 
01:26:02",193.5,49.2,56.10,100,0,0,193.5,49.2,0,0,0,0.0,0
LineMode,"2025-02-17 
01:26:32",193.0,49.1,56.00,100,0,0,193.0,49.1,0,0,0,0.0,0
LineMode,"2025-02-17 
01:27:02",192.8,49.2,56.00,100,0,0,192.8,49.2,0,0,0,0.0,0
LineMode,"2025-02-17 
01:27:32",193.5,49.2,56.10,100,0,0,193.5,49.2,0,0,0,0.0,0
LineMode,"2025-02-17 
01:28:02",193.7,49.2,56.10,100,0,0,193.7,49.2,0,0,0,0.0,0
LineMode,"2025-02-17 
01:28:33",193.2,49.2,56.10,100,0,0,193.2,49.2,0,0,0,0.0,0
LineMode,"2025-02-17 
01:29:03",194.3,49.2,56.00,100,0,0,194.3,49.2,0,0,0,0.0,0
LineMode,"2025-02-17 
01:29:33",194.7,49.4,56.00,100,0,0,194.7,49.4,0,0,0,0.0,0
LineMode,"2025-02-17 
01:30:03",194.1,49.4,56.00,100,0,0,194.1,49.4,0,0,0,0.0,0
LineMode,"2025-02-17 
01:30:33",195.1,49.8,56.10,100,0,0,195.1,49.8,0,0,0,0.0,0
LineMode,"2025-02-17 
01:31:03",196.1,50.0,56.10,100,0,0,196.1,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:31:33",0.0,0.0,53.70,100,0,0,219.2,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:32:03",0.0,0.0,53.20,100,0,0,220.4,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:32:34",0.0,0.0,52.90,97,0,0,220.4,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:33:04",0.0,0.0,52.60,94,0,0,220.5,49.9,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:33:34",0.0,0.0,52.50,93,0,0,220.5,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:34:04",0.0,0.0,52.20,90,0,0,219.4,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:34:34",0.0,0.0,52.10,89,0,0,219.9,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:35:04",0.0,0.0,51.80,86,0,0,220.0,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:35:34",0.0,0.0,51.70,85,0,0,219.1,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:36:04",0.0,0.0,51.60,84,0,0,219.2,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:36:34",0.0,0.0,51.50,83,0,0,220.8,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:37:05",0.0,0.0,51.40,81,0,0,220.4,49.9,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:37:35",0.0,0.0,51.20,80,0,0,219.8,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:38:05",0.0,0.0,51.10,79,0,0,221.4,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:38:35",0.0,0.0,51.00,78,0,0,220.1,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:39:05",0.0,0.0,51.00,78,0,0,218.6,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:39:35",0.0,0.0,50.90,77,0,0,219.6,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:40:05",0.0,0.0,50.90,77,0,0,220.2,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:40:35",0.0,0.0,50.80,76,0,0,219.8,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:41:06",0.0,0.0,50.80,76,0,0,220.3,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:41:36",0.0,0.0,50.80,76,0,0,220.1,50.0,0,0,0,0.0,0
